Ponto / Grupo;Data;Hora;Ativa C (kWh)
PEVVGNTR1--03 (L);20/01/2024;6;6.764,03
PEVVGNTR1--03 (L);20/01/2024;7;6.382,29
PEVVGNTR1--03 (L);20/01/2024;8;6.484,95
PEVVGNTR1--03 (L);20/01/2024;9;6.261,85
PEVVGNTR1--03 (L);20/01/2024;10;6.661,66
PEVVGNTR1--03 (L);20/01/2024;11;7.155,45
PEVVGNTR1--03 (L);20/01/2024;12;6.776,72
PEVVGNTR1--03 (L);20/01/2024;13;6.767,27
PEVVGNTR1--03 (L);20/01/2024;14;6.733,61
PEVVGNTR1--03 (L);20/01/2024;15;6.350,77
PEVVGNTR1--03 (L);20/01/2024;16;6.488,70
PEVVGNTR1--03 (L);20/01/2024;17;7.062,69
PEVVGNTR1--03 (L);20/01/2024;18;6.927,90
PEVVGNTR1--03 (L);20/01/2024;19;6.752,00
PEVVGNTR1--03 (L);20/01/2024;20;6.666,73
PEVVGNTR1--03 (L);20/01/2024;21;6.236,97
PEVVGNTR1--03 (L);20/01/2024;22;6.317,55
PEVVGNTR1--03 (L);20/01/2024;23;7.000,32
PEVVGNTR1--03 (L);20/01/2024;24;7.046,16
PEVVGNTR1--03 (L);21/01/2024;1;6.835,50
PEVVGNTR1--03 (L);21/01/2024;2;6.736,99
PEVVGNTR1--03 (L);21/01/2024;3;6.324,02
PEVVGNTR1--03 (L);21/01/2024;4;6.802,82
PEVVGNTR1--03 (L);21/01/2024;5;7.048,07
PEVVGNTR1--03 (L);21/01/2024;6;6.787,98
PEVVGNTR1--03 (L);21/01/2024;7;6.819,15
PEVVGNTR1--03 (L);21/01/2024;8;6.713,33
PEVVGNTR1--03 (L);21/01/2024;9;6.405,41
PEVVGNTR1--03 (L);21/01/2024;10;7.184,12
PEVVGNTR1--03 (L);21/01/2024;11;6.957,94
PEVVGNTR1--03 (L);21/01/2024;12;6.787,15
PEVVGNTR1--03 (L);21/01/2024;13;6.863,98
PEVVGNTR1--03 (L);21/01/2024;14;6.557,01
PEVVGNTR1--03 (L);21/01/2024;15;6.850,52
PEVVGNTR1--03 (L);21/01/2024;16;6.975,16
PEVVGNTR1--03 (L);21/01/2024;17;6.751,19
PEVVGNTR1--03 (L);21/01/2024;18;6.703,82
PEVVGNTR1--03 (L);21/01/2024;19;6.683,73
PEVVGNTR1--03 (L);21/01/2024;20;6.210,54
PEVVGNTR1--03 (L);21/01/2024;21;6.192,94
PEVVGNTR1--03 (L);21/01/2024;22;6.286,64
PEVVGNTR1--03 (L);21/01/2024;23;6.255,71
PEVVGNTR1--03 (L);21/01/2024;24;6.204,02
PEVVGNTR1--03 (L);22/01/2024;1;6.155,89
PEVVGNTR1--03 (L);22/01/2024;2;6.144,85
PEVVGNTR1--03 (L);22/01/2024;3;6.178,72
PEVVGNTR1--03 (L);22/01/2024;4;6.246,16
PEVVGNTR1--03 (L);22/01/2024;5;6.165,37
PEVVGNTR1--03 (L);22/01/2024;6;6.067,53
PEVVGNTR1--03 (L);22/01/2024;7;6.143,99
PEVVGNTR1--03 (L);22/01/2024;8;6.324,81
PEVVGNTR1--03 (L);22/01/2024;9;6.393,47
PEVVGNTR1--03 (L);22/01/2024;10;6.408,91
PEVVGNTR1--03 (L);22/01/2024;11;6.461,50
PEVVGNTR1--03 (L);22/01/2024;12;6.495,76
PEVVGNTR1--03 (L);22/01/2024;13;6.507,81
PEVVGNTR1--03 (L);22/01/2024;14;6.549,01
PEVVGNTR1--03 (L);22/01/2024;15;6.463,45
PEVVGNTR1--03 (L);22/01/2024;16;6.815,20
PEVVGNTR1--03 (L);22/01/2024;17;7.251,05
PEVVGNTR1--03 (L);22/01/2024;18;6.847,68
PEVVGNTR1--03 (L);22/01/2024;19;6.835,95
PEVVGNTR1--03 (L);22/01/2024;20;6.575,78
PEVVGNTR1--03 (L);22/01/2024;21;6.452,83
PEVVGNTR1--03 (L);22/01/2024;22;6.293,05
PEVVGNTR1--03 (L);22/01/2024;23;6.407,73
PEVVGNTR1--03 (L);22/01/2024;24;6.584,16
PEVVGNTR1--03 (L);23/01/2024;1;6.553,72
PEVVGNTR1--03 (L);23/01/2024;2;6.247,18
PEVVGNTR1--03 (L);23/01/2024;3;6.238,93
PEVVGNTR1--03 (L);23/01/2024;4;6.406,15
PEVVGNTR1--03 (L);23/01/2024;5;6.530,85
PEVVGNTR1--03 (L);23/01/2024;6;6.516,34
PEVVGNTR1--03 (L);23/01/2024;7;6.454,79
PEVVGNTR1--03 (L);23/01/2024;8;6.648,50
PEVVGNTR1--03 (L);23/01/2024;9;6.992,30
PEVVGNTR1--03 (L);23/01/2024;10;6.817,03
PEVVGNTR1--03 (L);23/01/2024;11;6.985,77
PEVVGNTR1--03 (L);23/01/2024;12;7.131,90
PEVVGNTR1--03 (L);23/01/2024;13;7.572,85
PEVVGNTR1--03 (L);23/01/2024;14;7.574,93
PEVVGNTR1--03 (L);23/01/2024;15;7.416,65
PEVVGNTR1--03 (L);23/01/2024;16;7.731,75
PEVVGNTR1--03 (L);23/01/2024;17;7.268,63
PEVVGNTR1--03 (L);23/01/2024;18;6.835,79
PEVVGNTR1--03 (L);23/01/2024;19;6.822,99
PEVVGNTR1--03 (L);23/01/2024;20;7.560,10
PEVVGNTR1--03 (L);23/01/2024;21;7.523,46
PEVVGNTR1--03 (L);23/01/2024;22;7.159,48
PEVVGNTR1--03 (L);23/01/2024;23;7.266,25
PEVVGNTR1--03 (L);23/01/2024;24;6.863,41
PEVVGNTR1--03 (L);24/01/2024;1;6.776,34
PEVVGNTR1--03 (L);24/01/2024;2;6.820,04
PEVVGNTR1--03 (L);24/01/2024;3;7.423,26
PEVVGNTR1--03 (L);24/01/2024;4;7.360,65
PEVVGNTR1--03 (L);24/01/2024;5;7.103,58
PEVVGNTR1--03 (L);24/01/2024;6;7.072,12
PEVVGNTR1--03 (L);24/01/2024;7;6.751,86
PEVVGNTR1--03 (L);24/01/2024;8;7.672,67
PEVVGNTR1--03 (L);24/01/2024;9;7.445,47
PEVVGNTR1--03 (L);24/01/2024;10;7.959,76
PEVVGNTR1--03 (L);24/01/2024;11;8.054,96
PEVVGNTR1--03 (L);24/01/2024;12;7.825,34
PEVVGNTR1--03 (L);24/01/2024;13;8.574,10
PEVVGNTR1--03 (L);24/01/2024;14;8.147,68
PEVVGNTR1--03 (L);24/01/2024;15;7.591,04
PEVVGNTR1--03 (L);24/01/2024;16;7.142,96
PEVVGNTR1--03 (L);24/01/2024;17;6.551,22
PEVVGNTR1--03 (L);24/01/2024;18;7.457,45
PEVVGNTR1--03 (L);24/01/2024;19;7.639,65
PEVVGNTR1--03 (L);24/01/2024;20;7.406,99
PEVVGNTR1--03 (L);24/01/2024;21;7.396,42
PEVVGNTR1--03 (L);24/01/2024;22;7.110,64
PEVVGNTR1--03 (L);24/01/2024;23;7.035,91
PEVVGNTR1--03 (L);24/01/2024;24;7.623,53
PEVVGNTR1--03 (L);25/01/2024;1;7.600,01
PEVVGNTR1--03 (L);25/01/2024;2;7.478,26
PEVVGNTR1--03 (L);25/01/2024;3;7.561,45
PEVVGNTR1--03 (L);25/01/2024;4;7.074,08
PEVVGNTR1--03 (L);25/01/2024;5;6.885,98
PEVVGNTR1--03 (L);25/01/2024;6;6.901,49
PEVVGNTR1--03 (L);25/01/2024;7;6.935,94
PEVVGNTR1--03 (L);25/01/2024;8;6.972,36
PEVVGNTR1--03 (L);25/01/2024;9;7.091,81
PEVVGNTR1--03 (L);25/01/2024;10;7.405,17
PEVVGNTR1--03 (L);25/01/2024;11;7.333,83
PEVVGNTR1--03 (L);25/01/2024;12;7.153,77
PEVVGNTR1--03 (L);25/01/2024;13;7.158,25
PEVVGNTR1--03 (L);25/01/2024;14;7.056,79
PEVVGNTR1--03 (L);25/01/2024;15;7.285,71
PEVVGNTR1--03 (L);25/01/2024;16;7.100,65
PEVVGNTR1--03 (L);25/01/2024;17;7.049,07
PEVVGNTR1--03 (L);25/01/2024;18;7.138,59
PEVVGNTR1--03 (L);25/01/2024;19;7.235,96
PEVVGNTR1--03 (L);25/01/2024;20;6.868,00
PEVVGNTR1--03 (L);25/01/2024;21;6.927,14
PEVVGNTR1--03 (L);25/01/2024;22;6.948,69
PEVVGNTR1--03 (L);25/01/2024;23;6.987,94
PEVVGNTR1--03 (L);25/01/2024;24;6.913,72
PEVVGNTR1--03 (L);26/01/2024;1;6.909,34
PEVVGNTR1--03 (L);26/01/2024;2;7.010,77
PEVVGNTR1--03 (L);26/01/2024;3;7.004,56
PEVVGNTR1--03 (L);26/01/2024;4;6.994,58
PEVVGNTR1--03 (L);26/01/2024;5;6.890,66
PEVVGNTR1--03 (L);26/01/2024;6;6.739,28
PEVVGNTR1--03 (L);26/01/2024;7;6.496,99
PEVVGNTR1--03 (L);26/01/2024;8;6.409,08
PEVVGNTR1--03 (L);26/01/2024;9;6.541,71
PEVVGNTR1--03 (L);26/01/2024;10;6.598,73
PEVVGNTR1--03 (L);26/01/2024;11;6.913,68
PEVVGNTR1--03 (L);26/01/2024;12;6.800,95
PEVVGNTR1--03 (L);26/01/2024;13;6.767,12
PEVVGNTR1--03 (L);26/01/2024;14;6.667,84
PEVVGNTR1--03 (L);26/01/2024;15;6.628,01
PEVVGNTR1--03 (L);26/01/2024;16;6.601,83
PEVVGNTR1--03 (L);26/01/2024;17;6.527,02
PEVVGNTR1--03 (L);26/01/2024;18;6.577,45
PEVVGNTR1--03 (L);26/01/2024;19;6.526,41
PEVVGNTR1--03 (L);26/01/2024;20;6.703,37
PEVVGNTR1--03 (L);26/01/2024;21;6.390,39
PEVVGNTR1--03 (L);26/01/2024;22;6.500,90
PEVVGNTR1--03 (L);26/01/2024;23;6.674,70
PEVVGNTR1--03 (L);26/01/2024;24;6.630,36
PEVVGNTR1--03 (L);27/01/2024;1;6.416,99
PEVVGNTR1--03 (L);27/01/2024;2;6.470,22
PEVVGNTR1--03 (L);27/01/2024;3;6.334,61
PEVVGNTR1--03 (L);27/01/2024;4;6.326,41
PEVVGNTR1--03 (L);27/01/2024;5;6.367,64
PEVVGNTR1--03 (L);27/01/2024;6;6.741,85
PEVVGNTR1--03 (L);27/01/2024;7;6.874,19
PEVVGNTR1--03 (L);27/01/2024;8;7.055,84
PEVVGNTR1--03 (L);27/01/2024;9;7.071,82
PEVVGNTR1--03 (L);27/01/2024;10;7.066,30
PEVVGNTR1--03 (L);27/01/2024;11;6.798,88
PEVVGNTR1--03 (L);27/01/2024;12;6.619,19
PEVVGNTR1--03 (L);27/01/2024;13;6.702,80
PEVVGNTR1--03 (L);27/01/2024;14;6.565,95
PEVVGNTR1--03 (L);27/01/2024;15;6.603,59
PEVVGNTR1--03 (L);27/01/2024;16;6.647,70
PEVVGNTR1--03 (L);27/01/2024;17;6.675,17
PEVVGNTR1--03 (L);27/01/2024;18;6.540,75
PEVVGNTR1--03 (L);27/01/2024;19;6.406,58
PEVVGNTR1--03 (L);27/01/2024;20;6.406,70
PEVVGNTR1--03 (L);27/01/2024;21;6.414,37
PEVVGNTR1--03 (L);27/01/2024;22;6.355,39
PEVVGNTR1--03 (L);27/01/2024;23;6.382,76
PEVVGNTR1--03 (L);27/01/2024;24;6.411,83
PEVVGNTR1--03 (L);28/01/2024;1;6.321,85
PEVVGNTR1--03 (L);28/01/2024;2;6.308,75
PEVVGNTR1--03 (L);28/01/2024;3;6.283,39
PEVVGNTR1--03 (L);28/01/2024;4;6.285,47
PEVVGNTR1--03 (L);28/01/2024;5;6.347,13
PEVVGNTR1--03 (L);28/01/2024;6;6.311,09
PEVVGNTR1--03 (L);28/01/2024;7;6.266,27
PEVVGNTR1--03 (L);28/01/2024;8;6.299,50
PEVVGNTR1--03 (L);28/01/2024;9;6.422,05
PEVVGNTR1--03 (L);28/01/2024;10;6.503,87
PEVVGNTR1--03 (L);28/01/2024;11;6.558,51
PEVVGNTR1--03 (L);28/01/2024;12;6.517,85
PEVVGNTR1--03 (L);28/01/2024;13;6.518,65
PEVVGNTR1--03 (L);28/01/2024;14;6.505,85
PEVVGNTR1--03 (L);28/01/2024;15;6.432,06
PEVVGNTR1--03 (L);28/01/2024;16;6.456,41
PEVVGNTR1--03 (L);28/01/2024;17;6.474,15
PEVVGNTR1--03 (L);28/01/2024;18;6.464,00
PEVVGNTR1--03 (L);28/01/2024;19;6.455,84
PEVVGNTR1--03 (L);28/01/2024;20;6.354,53
PEVVGNTR1--03 (L);28/01/2024;21;6.373,41
PEVVGNTR1--03 (L);28/01/2024;22;6.392,54
PEVVGNTR1--03 (L);28/01/2024;23;6.413,24
PEVVGNTR1--03 (L);28/01/2024;24;6.495,96
PEVVGNTR1--03 (L);29/01/2024;1;6.418,63
PEVVGNTR1--03 (L);29/01/2024;2;6.424,64
PEVVGNTR1--03 (L);29/01/2024;3;6.441,31
PEVVGNTR1--03 (L);29/01/2024;4;6.763,21
PEVVGNTR1--03 (L);29/01/2024;5;6.808,53
PEVVGNTR1--03 (L);29/01/2024;6;6.828,27
PEVVGNTR1--03 (L);29/01/2024;7;6.846,58
PEVVGNTR1--03 (L);29/01/2024;8;6.864,28
PEVVGNTR1--03 (L);29/01/2024;9;7.028,70
PEVVGNTR1--03 (L);29/01/2024;10;7.153,25
PEVVGNTR1--03 (L);29/01/2024;11;7.252,61
PEVVGNTR1--03 (L);29/01/2024;12;7.280,08
PEVVGNTR1--03 (L);29/01/2024;13;7.347,32
PEVVGNTR1--03 (L);29/01/2024;14;7.377,82
PEVVGNTR1--03 (L);29/01/2024;15;7.343,60
PEVVGNTR1--03 (L);29/01/2024;16;5.686,84
PEVVGNTR1--03 (L);29/01/2024;17;7.005,84
PEVVGNTR1--03 (L);29/01/2024;18;7.254,49
PEVVGNTR1--03 (L);29/01/2024;19;7.306,55
PEVVGNTR1--03 (L);29/01/2024;20;7.374,67
PEVVGNTR1--03 (L);29/01/2024;21;7.202,20
PEVVGNTR1--03 (L);29/01/2024;22;7.235,15
PEVVGNTR1--03 (L);29/01/2024;23;7.019,18
PEVVGNTR1--03 (L);29/01/2024;24;7.123,54
PEVVGNTR1--03 (L);30/01/2024;1;7.255,40
PEVVGNTR1--03 (L);30/01/2024;2;7.118,90
PEVVGNTR1--03 (L);30/01/2024;3;7.163,26
PEVVGNTR1--03 (L);30/01/2024;4;7.214,35
PEVVGNTR1--03 (L);30/01/2024;5;7.094,42
PEVVGNTR1--03 (L);30/01/2024;6;6.960,93
PEVVGNTR1--03 (L);30/01/2024;7;6.949,89
PEVVGNTR1--03 (L);30/01/2024;8;7.058,52
PEVVGNTR1--03 (L);30/01/2024;9;7.144,27
PEVVGNTR1--03 (L);30/01/2024;10;7.200,32
PEVVGNTR1--03 (L);30/01/2024;11;7.101,14
PEVVGNTR1--03 (L);30/01/2024;12;7.054,32
PEVVGNTR1--03 (L);30/01/2024;13;7.205,02
PEVVGNTR1--03 (L);30/01/2024;14;7.050,28
PEVVGNTR1--03 (L);30/01/2024;15;7.029,40
PEVVGNTR1--03 (L);30/01/2024;16;6.981,01
PEVVGNTR1--03 (L);30/01/2024;17;7.145,67
PEVVGNTR1--03 (L);30/01/2024;18;7.041,45
PEVVGNTR1--03 (L);30/01/2024;19;7.011,56
PEVVGNTR1--03 (L);30/01/2024;20;7.003,25
PEVVGNTR1--03 (L);30/01/2024;21;7.081,68
PEVVGNTR1--03 (L);30/01/2024;22;7.097,02
PEVVGNTR1--03 (L);30/01/2024;23;6.938,51
PEVVGNTR1--03 (L);30/01/2024;24;7.298,55
PEVVGNTR1--03 (L);31/01/2024;1;7.193,82
PEVVGNTR1--03 (L);31/01/2024;2;6.858,78
PEVVGNTR1--03 (L);31/01/2024;3;6.949,06
PEVVGNTR1--03 (L);31/01/2024;4;7.002,81
PEVVGNTR1--03 (L);31/01/2024;5;7.004,38
PEVVGNTR1--03 (L);31/01/2024;6;6.933,19
PEVVGNTR1--03 (L);31/01/2024;7;6.883,08
PEVVGNTR1--03 (L);31/01/2024;8;7.037,57
PEVVGNTR1--03 (L);31/01/2024;9;6.958,48
PEVVGNTR1--03 (L);31/01/2024;10;7.188,10
PEVVGNTR1--03 (L);31/01/2024;11;7.137,28
PEVVGNTR1--03 (L);31/01/2024;12;7.199,46
PEVVGNTR1--03 (L);31/01/2024;13;7.026,19
PEVVGNTR1--03 (L);31/01/2024;14;7.050,97
PEVVGNTR1--03 (L);31/01/2024;15;7.233,38
PEVVGNTR1--03 (L);31/01/2024;16;7.214,91
PEVVGNTR1--03 (L);31/01/2024;17;7.132,86
PEVVGNTR1--03 (L);31/01/2024;18;7.094,98
PEVVGNTR1--03 (L);31/01/2024;19;6.925,22
PEVVGNTR1--03 (L);31/01/2024;20;7.038,90
PEVVGNTR1--03 (L);31/01/2024;21;7.033,68
PEVVGNTR1--03 (L);31/01/2024;22;7.190,48
PEVVGNTR1--03 (L);31/01/2024;23;7.084,04
PEVVGNTR1--03 (L);31/01/2024;24;6.871,35
PEVVGNTR1--03 (L);01/02/2024;1;6.889,92
PEVVGNTR1--03 (L);01/02/2024;2;7.003,55
PEVVGNTR1--03 (L);01/02/2024;3;6.932,55
PEVVGNTR1--03 (L);01/02/2024;4;6.945,90
PEVVGNTR1--03 (L);01/02/2024;5;6.890,21
PEVVGNTR1--03 (L);01/02/2024;6;6.780,82
PEVVGNTR1--03 (L);01/02/2024;7;6.718,53
PEVVGNTR1--03 (L);01/02/2024;8;6.756,15
PEVVGNTR1--03 (L);01/02/2024;9;6.869,32
PEVVGNTR1--03 (L);01/02/2024;10;6.847,90
PEVVGNTR1--03 (L);01/02/2024;11;6.967,59
PEVVGNTR1--03 (L);01/02/2024;12;6.990,44
PEVVGNTR1--03 (L);01/02/2024;13;7.055,16
PEVVGNTR1--03 (L);01/02/2024;14;7.274,54
PEVVGNTR1--03 (L);01/02/2024;15;7.115,74
PEVVGNTR1--03 (L);01/02/2024;16;7.062,60
PEVVGNTR1--03 (L);01/02/2024;17;7.047,66
PEVVGNTR1--03 (L);01/02/2024;18;7.387,35
PEVVGNTR1--03 (L);01/02/2024;19;6.822,70
PEVVGNTR1--03 (L);01/02/2024;20;6.488,43
PEVVGNTR1--03 (L);01/02/2024;21;6.608,12
PEVVGNTR1--03 (L);01/02/2024;22;6.338,11
PEVVGNTR1--03 (L);01/02/2024;23;6.307,87
PEVVGNTR1--03 (L);01/02/2024;24;6.376,97
PEVVGNTR1--03 (L);02/02/2024;1;6.407,67
PEVVGNTR1--03 (L);02/02/2024;2;6.360,87
PEVVGNTR1--03 (L);02/02/2024;3;6.246,98
PEVVGNTR1--03 (L);02/02/2024;4;6.226,07
PEVVGNTR1--03 (L);02/02/2024;5;6.279,65
PEVVGNTR1--03 (L);02/02/2024;6;6.155,97
PEVVGNTR1--03 (L);02/02/2024;7;6.113,83
PEVVGNTR1--03 (L);02/02/2024;8;6.130,11
PEVVGNTR1--03 (L);02/02/2024;9;6.550,20
PEVVGNTR1--03 (L);02/02/2024;10;6.703,89
PEVVGNTR1--03 (L);02/02/2024;11;7.091,15
PEVVGNTR1--03 (L);02/02/2024;12;7.186,78
PEVVGNTR1--03 (L);02/02/2024;13;6.851,25
PEVVGNTR1--03 (L);02/02/2024;14;6.791,08
PEVVGNTR1--03 (L);02/02/2024;15;6.891,25
PEVVGNTR1--03 (L);02/02/2024;16;6.510,85
PEVVGNTR1--03 (L);02/02/2024;17;6.371,59
PEVVGNTR1--03 (L);02/02/2024;18;6.371,98
PEVVGNTR1--03 (L);02/02/2024;19;6.388,78
PEVVGNTR1--03 (L);02/02/2024;20;6.366,35
PEVVGNTR1--03 (L);02/02/2024;21;6.226,21
PEVVGNTR1--03 (L);02/02/2024;22;6.253,60
PEVVGNTR1--03 (L);02/02/2024;23;6.315,11
PEVVGNTR1--03 (L);02/02/2024;24;6.342,65
PEVVGNTR1--03 (L);03/02/2024;1;6.281,51
PEVVGNTR1--03 (L);03/02/2024;2;6.314,71
PEVVGNTR1--03 (L);03/02/2024;3;6.267,66
PEVVGNTR1--03 (L);03/02/2024;4;6.268,20
PEVVGNTR1--03 (L);03/02/2024;5;6.202,60
PEVVGNTR1--03 (L);03/02/2024;6;6.197,91
PEVVGNTR1--03 (L);03/02/2024;7;6.228,26
PEVVGNTR1--03 (L);03/02/2024;8;6.294,91
PEVVGNTR1--03 (L);03/02/2024;9;6.396,49
PEVVGNTR1--03 (L);03/02/2024;10;6.333,27
PEVVGNTR1--03 (L);03/02/2024;11;6.463,53
PEVVGNTR1--03 (L);03/02/2024;12;6.446,47
PEVVGNTR1--03 (L);03/02/2024;13;6.451,79
PEVVGNTR1--03 (L);03/02/2024;14;6.364,94
PEVVGNTR1--03 (L);03/02/2024;15;6.354,17
PEVVGNTR1--03 (L);03/02/2024;16;6.402,32
PEVVGNTR1--03 (L);03/02/2024;17;6.429,93
PEVVGNTR1--03 (L);03/02/2024;18;6.354,23
PEVVGNTR1--03 (L);03/02/2024;19;6.321,14
PEVVGNTR1--03 (L);03/02/2024;20;6.343,89
PEVVGNTR1--03 (L);03/02/2024;21;6.347,64
PEVVGNTR1--03 (L);03/02/2024;22;6.371,44
PEVVGNTR1--03 (L);03/02/2024;23;6.332,95
PEVVGNTR1--03 (L);03/02/2024;24;6.347,78
PEVVGNTR1--03 (L);04/02/2024;1;6.365,69
PEVVGNTR1--03 (L);04/02/2024;2;6.337,51
PEVVGNTR1--03 (L);04/02/2024;3;6.286,13
PEVVGNTR1--03 (L);04/02/2024;4;6.125,54
PEVVGNTR1--03 (L);04/02/2024;5;6.238,08
PEVVGNTR1--03 (L);04/02/2024;6;6.392,09
PEVVGNTR1--03 (L);04/02/2024;7;6.406,03
PEVVGNTR1--03 (L);04/02/2024;8;6.451,54
PEVVGNTR1--03 (L);04/02/2024;9;6.626,37
PEVVGNTR1--03 (L);04/02/2024;10;6.699,04
PEVVGNTR1--03 (L);04/02/2024;11;6.674,35
PEVVGNTR1--03 (L);04/02/2024;12;6.677,61
PEVVGNTR1--03 (L);04/02/2024;13;6.793,81
PEVVGNTR1--03 (L);04/02/2024;14;6.759,60
PEVVGNTR1--03 (L);04/02/2024;15;6.630,68
PEVVGNTR1--03 (L);04/02/2024;16;6.906,05
PEVVGNTR1--03 (L);04/02/2024;17;7.055,24
PEVVGNTR1--03 (L);04/02/2024;18;6.768,07
PEVVGNTR1--03 (L);04/02/2024;19;6.416,65
PEVVGNTR1--03 (L);04/02/2024;20;7.237,26
PEVVGNTR1--03 (L);04/02/2024;21;6.594,29
PEVVGNTR1--03 (L);04/02/2024;22;6.934,84
PEVVGNTR1--03 (L);04/02/2024;23;7.078,32
PEVVGNTR1--03 (L);04/02/2024;24;6.911,91
PEVVGNTR1--03 (L);05/02/2024;1;6.920,99
PEVVGNTR1--03 (L);05/02/2024;2;6.760,72
PEVVGNTR1--03 (L);05/02/2024;3;7.326,10
PEVVGNTR1--03 (L);05/02/2024;4;7.172,93
PEVVGNTR1--03 (L);05/02/2024;5;6.941,48
PEVVGNTR1--03 (L);05/02/2024;6;6.858,43
PEVVGNTR1--03 (L);05/02/2024;7;6.640,45
PEVVGNTR1--03 (L);05/02/2024;8;7.476,95
PEVVGNTR1--03 (L);05/02/2024;9;7.087,39
PEVVGNTR1--03 (L);05/02/2024;10;7.344,19
PEVVGNTR1--03 (L);05/02/2024;11;7.387,43
PEVVGNTR1--03 (L);05/02/2024;12;6.966,47
PEVVGNTR1--03 (L);05/02/2024;13;7.654,40
PEVVGNTR1--03 (L);05/02/2024;14;7.395,92
PEVVGNTR1--03 (L);05/02/2024;15;7.335,51
PEVVGNTR1--03 (L);05/02/2024;16;7.381,35
PEVVGNTR1--03 (L);05/02/2024;17;6.751,22
PEVVGNTR1--03 (L);05/02/2024;18;7.438,39
PEVVGNTR1--03 (L);05/02/2024;19;7.308,44
PEVVGNTR1--03 (L);05/02/2024;20;7.029,97
PEVVGNTR1--03 (L);05/02/2024;21;7.066,73
PEVVGNTR1--03 (L);05/02/2024;22;6.906,15
PEVVGNTR1--03 (L);05/02/2024;23;7.483,75
PEVVGNTR1--03 (L);05/02/2024;24;6.927,44
PEVVGNTR1--03 (L);06/02/2024;1;6.951,68
PEVVGNTR1--03 (L);06/02/2024;2;7.032,89
PEVVGNTR1--03 (L);06/02/2024;3;7.111,48
PEVVGNTR1--03 (L);06/02/2024;4;7.223,47
PEVVGNTR1--03 (L);06/02/2024;5;6.939,88
PEVVGNTR1--03 (L);06/02/2024;6;7.025,99
PEVVGNTR1--03 (L);06/02/2024;7;6.745,08
PEVVGNTR1--03 (L);06/02/2024;8;7.142,84
PEVVGNTR1--03 (L);06/02/2024;9;7.281,99
PEVVGNTR1--03 (L);06/02/2024;10;7.076,50
PEVVGNTR1--03 (L);06/02/2024;11;7.447,80
PEVVGNTR1--03 (L);06/02/2024;12;7.171,74
PEVVGNTR1--03 (L);06/02/2024;13;7.118,87
PEVVGNTR1--03 (L);06/02/2024;14;7.719,17
PEVVGNTR1--03 (L);06/02/2024;15;7.431,15
PEVVGNTR1--03 (L);06/02/2024;16;7.330,29
PEVVGNTR1--03 (L);06/02/2024;17;7.133,98
PEVVGNTR1--03 (L);06/02/2024;18;6.644,04
PEVVGNTR1--03 (L);06/02/2024;19;6.668,03
PEVVGNTR1--03 (L);06/02/2024;20;7.193,26
PEVVGNTR1--03 (L);06/02/2024;21;7.380,26
PEVVGNTR1--03 (L);06/02/2024;22;6.994,60
PEVVGNTR1--03 (L);06/02/2024;23;7.075,83
PEVVGNTR1--03 (L);06/02/2024;24;6.887,74
PEVVGNTR1--03 (L);07/02/2024;1;6.933,88
PEVVGNTR1--03 (L);07/02/2024;2;7.211,82
PEVVGNTR1--03 (L);07/02/2024;3;7.041,85
PEVVGNTR1--03 (L);07/02/2024;4;7.091,26
PEVVGNTR1--03 (L);07/02/2024;5;6.759,13
PEVVGNTR1--03 (L);07/02/2024;6;7.090,18
PEVVGNTR1--03 (L);07/02/2024;7;6.832,92
PEVVGNTR1--03 (L);07/02/2024;8;6.670,64
PEVVGNTR1--03 (L);07/02/2024;9;6.804,40
PEVVGNTR1--03 (L);07/02/2024;10;6.803,43
PEVVGNTR1--03 (L);07/02/2024;11;6.977,72
PEVVGNTR1--03 (L);07/02/2024;12;7.343,24
PEVVGNTR1--03 (L);07/02/2024;13;7.142,17
PEVVGNTR1--03 (L);07/02/2024;14;6.866,31
PEVVGNTR1--03 (L);07/02/2024;15;7.027,76
PEVVGNTR1--03 (L);07/02/2024;16;6.884,07
PEVVGNTR1--03 (L);07/02/2024;17;6.735,97
PEVVGNTR1--03 (L);07/02/2024;18;6.754,13
PEVVGNTR1--03 (L);07/02/2024;19;7.197,80
PEVVGNTR1--03 (L);07/02/2024;20;6.982,44
PEVVGNTR1--03 (L);07/02/2024;21;6.971,63
PEVVGNTR1--03 (L);07/02/2024;22;6.839,73
PEVVGNTR1--03 (L);07/02/2024;23;6.503,52
PEVVGNTR1--03 (L);07/02/2024;24;7.145,08
PEVVGNTR1--03 (L);08/02/2024;1;7.193,55
PEVVGNTR1--03 (L);08/02/2024;2;6.790,71
PEVVGNTR1--03 (L);08/02/2024;3;6.819,39
PEVVGNTR1--03 (L);08/02/2024;4;6.767,37
PEVVGNTR1--03 (L);08/02/2024;5;6.682,99
PEVVGNTR1--03 (L);08/02/2024;6;6.951,75
PEVVGNTR1--03 (L);08/02/2024;7;6.771,17
PEVVGNTR1--03 (L);08/02/2024;8;6.872,33
PEVVGNTR1--03 (L);08/02/2024;9;7.010,56
PEVVGNTR1--03 (L);08/02/2024;10;6.594,80
PEVVGNTR1--03 (L);08/02/2024;11;6.497,51
PEVVGNTR1--03 (L);08/02/2024;12;6.978,88
PEVVGNTR1--03 (L);08/02/2024;13;7.263,64
PEVVGNTR1--03 (L);08/02/2024;14;6.919,60
