datetime,predicted_consumo
2024-01-01,6.178144038374934
2024-01-02,4.691730715423715
2024-01-03,6.0039785705417446
2024-01-04,6.247457309666653
2024-01-05,6.319898403250071
2024-01-06,6.433447983708374
2024-01-07,6.227710356541693
2024-01-08,6.1379568478339985
2024-01-09,6.079527070305807
2024-01-10,6.104768421305806
2024-01-11,6.119874360722451
2024-01-12,6.101062867000042
2024-01-13,6.123134509708347
2024-01-14,6.524209959958374
2024-01-15,4.6817290049017295
2024-01-16,4.81961368775692
2024-01-17,4.613722091124677
2024-01-18,6.2045880529999895
2024-01-19,6.03656921979163
2024-01-20,6.159401079749975
2024-01-21,6.180213276416639
2024-01-22,6.196666083249967
2024-01-23,6.196126565541645
2024-01-24,6.178005563541652
2024-01-25,6.089338127374974
2024-01-26,5.950879081791674
2024-01-27,6.149559267999979
2024-01-28,6.132949049624978
2024-01-29,6.174208716749976
2024-01-30,6.165249105083315
2024-01-31,6.214497680249981
2024-02-01,6.386605104583334
2024-02-02,6.234214413083365
2024-02-03,6.414789966916681
2024-02-04,6.4453128946666824
2024-02-05,6.47535406133335
2024-02-06,6.706242697125036
2024-02-07,6.469429055250019
2024-02-08,6.424188536833339
2024-02-09,6.5005391635416885
2024-02-10,6.468886624708346
2024-02-11,6.47009928312502
2024-02-12,6.467633971958349
2024-02-13,6.450720309375009
2024-02-14,6.761124595416702
2024-02-15,6.45324658200002
2024-02-16,6.481048605166692
2024-02-17,6.447594451666689
2024-02-18,6.479571567375043
2024-02-19,6.277373012416661
2024-02-20,6.431673977083349
2024-02-21,6.468283738083351
2024-02-22,6.4323079910833405
2024-02-23,6.499353224750026
2024-02-24,6.459085872375012
2024-02-25,6.4496687217916815
2024-02-26,6.302086855791692
2024-02-27,6.447333018208351
2024-02-28,6.415016902541681
2024-02-29,6.414407803708348
2024-03-01,6.108398555375029
2024-03-02,5.753013463208364
2024-03-03,5.966368185041708
2024-03-04,6.156355847431412
2024-03-05,6.074887129736566
2024-03-06,6.310185953861572
2024-03-07,6.175977272375
2024-03-08,6.264579910125039
2024-03-09,6.203566697639114
2024-03-10,6.194530787000012
2024-03-11,6.191040084014112
2024-03-12,6.1217176470000165
2024-03-13,6.086746251528228
2024-03-14,6.508865980986565
2024-03-15,6.240388190055812
2024-03-16,6.132626078889122
2024-03-17,6.111390071694891
2024-03-18,6.076247844320528
2024-03-19,5.795524104028212
2024-03-20,5.98494302112502
2024-03-21,6.225357539333287
2024-03-22,6.285243327333299
2024-03-23,6.2577429444999835
2024-03-24,6.2488203815416234
2024-03-25,6.4354044276666444
2024-03-26,6.296073715541698
2024-03-27,7.695066643416691
2024-03-28,7.699679367416678
2024-03-29,7.677842678166683
2024-03-30,7.642210998291701
2024-03-31,7.687690103958369
2024-04-01,8.12619405841663
2024-04-02,8.176205381499965
2024-04-03,7.691874721333361
2024-04-04,7.62432014050002
2024-04-05,7.654141011916682
2024-04-06,7.632369150791715
2024-04-07,7.65272383683335
2024-04-08,7.664426945958339
2024-04-09,7.695978705208354
2024-04-10,7.704871798375024
2024-04-11,7.666213801958361
2024-04-12,7.784251103541683
2024-04-13,7.782438022958369
2024-04-14,7.871887131958323
2024-04-15,7.867062862833296
2024-04-16,7.865891366041646
2024-04-17,7.881013534791655
2024-04-18,7.875541868541655
2024-04-19,7.887487637374974
2024-04-20,7.861038728416657
2024-04-21,7.751554521166711
2024-04-22,7.771839594416672
2024-04-23,8.25601511062496
2024-04-24,8.271919541958285
2024-04-25,8.260249412666639
2024-04-26,8.235236580499969
2024-04-27,7.83372184341669
2024-04-28,7.885027831624999
2024-04-29,7.768894590416663
2024-04-30,7.681408520583355
2024-05-01,7.894728303999982
2024-05-02,7.903311822124976
2024-05-03,7.868949517124971
2024-05-04,7.89441423991667
2024-05-05,7.841701620749987
2024-05-06,7.873325650583302
2024-05-07,7.89284746966664
2024-05-08,7.900080695541652
2024-05-09,7.911126262999979
2024-05-10,7.861159571458311
2024-05-11,7.885920853416658
2024-05-12,7.871831616333329
2024-05-13,7.8784745002499585
2024-05-14,6.622927517208357
2024-05-15,6.157049670041721
2024-05-16,6.100192693125028
2024-05-17,6.165052405083394
2024-05-18,6.165759117958387
2024-05-19,5.933232643916664
2024-05-20,6.107020235250035
2024-05-21,5.936881943458336
2024-05-22,5.958730483791668
2024-05-23,5.950708260791666
2024-05-24,6.096107531416701
2024-05-25,6.050080927583341
2024-05-26,5.814273834708352
2024-05-27,5.9655023676666685
2024-05-28,5.916031208541665
2024-05-29,5.931103447166668
2024-05-30,5.90161147004166
2024-05-31,6.079298356125012
2024-06-01,5.983001210875001
2024-06-02,5.698599712125024
2024-06-03,6.050352628403888
2024-06-04,6.090874420694882
2024-06-05,6.110449890111571
2024-06-06,6.383634527541684
2024-06-07,6.264579910125039
2024-06-08,6.2036405663333465
2024-06-09,6.195135036680779
2024-06-10,6.192256534930779
2024-06-11,6.050710870222459
2024-06-12,6.086303722139128
2024-06-13,6.09640554681988
2024-06-14,6.563057736236584
2024-06-15,6.0814213874166905
2024-06-16,6.021110418583349
2024-06-17,6.0084161554583515
2024-06-18,5.920330936958356
2024-06-19,5.771713516249991
2024-06-20,5.928350817666659
2024-06-21,6.048572157458348
2024-06-22,5.985804278916667
2024-06-23,5.980268397375004
2024-06-24,5.97403326058333
2024-06-25,5.927191265708316
2024-06-26,5.674981523625012
2024-06-27,5.894948235541662
2024-06-28,6.0315717450000115
2024-06-29,5.9915968210416715
2024-06-30,5.979854422708332
2024-07-01,5.973815999583329
2024-07-02,5.650237859125028
