datetime,predicted_consumo
2024-01-01,6.129798959889547
2024-01-02,5.539686753674248
2024-01-03,5.770694096783856
2024-01-04,6.41867884301828
2024-01-05,6.37262015004178
2024-01-06,6.474886340214225
2024-01-07,6.271257533384187
2024-01-08,6.539811028999724
2024-01-09,6.8587818614802
2024-01-10,5.845317771081099
2024-01-11,7.069758730953827
2024-01-12,7.31192907505062
2024-01-13,5.670629593716143
2024-01-14,5.52743611630409
2024-01-15,5.583226358253636
2024-01-16,5.3840067095238435
2024-01-17,5.535951885897994
2024-01-18,5.994823360701969
2024-01-19,7.094344962209286
2024-01-20,5.7286007048516785
2024-01-21,6.709570124979311
2024-01-22,6.443622509436281
2024-01-23,6.960043562646781
2024-01-24,7.39282692485236
2024-01-25,7.168611511511891
2024-01-26,6.351018530028149
2024-01-27,6.614932773999286
2024-01-28,6.102349307550561
2024-01-29,6.890497484133327
2024-01-30,7.092632299086224
2024-01-31,7.0797666011992835
2024-02-01,6.107464389270115
2024-02-02,6.149292571865068
2024-02-03,6.165521055150919
2024-02-04,6.627817749585298
2024-02-05,6.011240525912545
2024-02-06,7.125494048486528
2024-02-07,6.941934738382328
2024-02-08,6.129691875995092
2024-02-09,6.650727251066548
2024-02-10,7.0561379233613115
2024-02-11,7.124164069289576
2024-02-12,7.240004692242794
2024-02-13,6.173594863686859
2024-02-14,7.195411846305576
2024-02-15,6.8759026669855
2024-02-16,7.032773212151793
2024-02-17,7.196049777913481
2024-02-18,7.04500410006809
2024-02-19,6.783472544353506
2024-02-20,6.832280000040218
2024-02-21,6.581206925716001
2024-02-22,7.337848523889903
2024-02-23,7.358639703377286
2024-02-24,6.351038707374522
2024-02-25,7.200069915677553
2024-02-26,7.019421720295009
2024-02-27,6.688000642667148
2024-02-28,7.237438381644141
2024-02-29,6.272379576236569
2024-03-01,7.102282499391075
2024-03-02,6.900566956156982
2024-03-03,5.758144918012258
2024-03-04,5.860181636601833
2024-03-05,7.353981991055241
2024-03-06,7.232435696208823
2024-03-07,7.208811812367897
2024-03-08,7.361696880889153
2024-03-09,5.336913121570396
2024-03-10,6.036782929431562
2024-03-11,7.4558586580579576
2024-03-12,7.554450951414561
2024-03-13,7.393294983022164
2024-03-14,5.441839333334255
2024-03-15,7.1165443611504875
2024-03-16,5.331874345494768
2024-03-17,6.980490460878857
2024-03-18,7.273700340045441
2024-03-19,7.179700853220803
2024-03-20,5.908626742563271
2024-03-21,5.123546683653015
2024-03-22,5.508331536490197
2024-03-23,5.273932684803714
2024-03-24,5.792258339271866
2024-03-25,5.846151704464569
2024-03-26,7.169452767107135
2024-03-27,8.208076614020253
2024-03-28,8.13971247215525
2024-03-29,8.342241755125032
2024-03-30,8.402476150585288
2024-03-31,8.408227229588734
2024-04-01,6.758418436341531
2024-04-02,6.449722392747869
2024-04-03,6.842322019026235
2024-04-04,6.888388447617956
2024-04-05,6.808070628075878
2024-04-06,7.095473709488086
2024-04-07,7.053854564491665
2024-04-08,6.900922878299006
2024-04-09,7.145030314129344
2024-04-10,6.338507707279329
2024-04-11,6.455788103297027
2024-04-12,7.554214621829023
2024-04-13,7.445540981188688
2024-04-14,7.556577340772785
2024-04-15,7.202125094727612
2024-04-16,7.275226985891895
2024-04-17,7.149794316627934
2024-04-18,7.678336246108524
2024-04-19,7.346639210755607
2024-04-20,7.218898597527155
2024-04-21,7.325186517063653
2024-04-22,7.655749000958387
2024-04-23,7.432758823767985
2024-04-24,7.842308811162316
2024-04-25,7.8247685891990555
2024-04-26,7.743055122635882
2024-04-27,7.755646112245519
2024-04-28,7.598068708132952
2024-04-29,7.716721946302789
2024-04-30,7.38955171235867
2024-05-01,7.575062373729415
2024-05-02,7.73770439512268
2024-05-03,7.610910160035503
2024-05-04,7.6396199402092
2024-05-05,7.585796878123393
2024-05-06,7.664678871892775
2024-05-07,7.378244493033675
2024-05-08,6.972404910915775
2024-05-09,7.678904493265008
2024-05-10,7.2173802877442785
2024-05-11,7.583090021629479
2024-05-12,6.999192431237412
2024-05-13,7.345391055162669
2024-05-14,6.973486216274374
2024-05-15,6.347899684828474
2024-05-16,7.007380593690759
2024-05-17,6.9506558358347075
2024-05-18,7.031786233631736
2024-05-19,6.518786054502178
2024-05-20,6.646162466427978
2024-05-21,4.475735629057015
2024-05-22,4.745449345277117
2024-05-23,5.064465525712612
2024-05-24,4.888158935196046
2024-05-25,4.868452350702886
2024-05-26,4.699203333493793
2024-05-27,4.811873888346041
2024-05-28,4.564059680813913
2024-05-29,4.66161108659782
2024-05-30,5.312729899699575
2024-05-31,4.867684908223209
2024-06-01,4.847849818176211
2024-06-02,4.849101624510176
2024-06-03,4.994890314560035
2024-06-04,5.482795174477841
2024-06-05,5.674105408911285
2024-06-06,5.883169111722865
2024-06-07,5.9630283937108
2024-06-08,5.531079664239215
2024-06-09,5.0758491310766525
2024-06-10,5.281810619049163
2024-06-11,6.119680946671682
2024-06-12,5.6102265455724565
2024-06-13,5.225725215151989
2024-06-14,5.273092352911518
2024-06-15,4.985750152838394
2024-06-16,5.157309900047604
2024-06-17,5.455319989410575
2024-06-18,5.048858757953051
2024-06-19,4.924928124166694
2024-06-20,4.79137657927209
2024-06-21,4.910082306221356
2024-06-22,5.055866877164858
2024-06-23,4.861067355448694
2024-06-24,5.244886046944595
2024-06-25,5.2875352811144865
2024-06-26,5.0311353355565664
2024-06-27,4.874207736788729
2024-06-28,5.018553493701833
2024-06-29,5.181229336688435
2024-06-30,5.152693622166568
2024-07-01,5.251714926973816
2024-07-02,5.073296660029864
2024-07-03,5.654732554757797
